Actual,Predicted
71,135.0302461282318
346,132.26044833867263
140,136.5000202530469
42,141.14550927562365
25,141.82148307540334
56,137.38014792954112
184,133.95647149701767
175,137.46222546088669
120,138.14351183490754
163,138.87969478220234
260,134.78801024123868
108,133.61792881838016
267,128.66727467408154
287,144.3031611431576
156,140.60109597331873
408,132.6434255455684
151,154.5396358026158
75,131.23954945581048
82,135.58775313130687
198,138.42475194653903
8,134.0981380309846
182,142.48125093599873
202,136.00861693851078
93,133.3895701566262
92,141.04134695494463
77,137.2523506571101
106,137.74822745218873
68,141.57444770191276
161,135.92908729342113
7,141.77373574266952
108,133.94107787123946
148,135.8592250699456
39,135.64062012745362
154,139.82079815219123
126,147.17081398006886
77,127.77997548872425
17,147.75852646100128
136,138.49956851364942
21,142.60096546845853
124,134.9774800904912
233,135.6606615673351
99,138.84720457550668
359,137.1566476470121
143,136.39812840734058
129,137.7081983773027
78,135.72905350101686
26,139.79786598563578
152,145.42285868467604
30,137.07715187206554
137,134.23657375428536
275,142.00010790069433
171,130.81098579349535
172,130.55673936491849
185,137.22597709264966
114,135.99084036295304
56,145.47718974894153
119,138.02418187711697
24,134.22286959654966
133,117.83171156205029
313,142.1506622889356
26,145.46908831248405
45,133.54361987918617
74,145.12480531583202
33,139.59896579994162
409,136.9863372944639
113,130.73480777941114
336,142.94285609582246
453,142.8687962959397
106,142.0428378577497
152,135.78929257480885
77,132.4307127297171
18,139.97462810053912
358,133.01826113480396
327,131.55920045426015
354,137.8038991716639
162,134.92281042999832
299,137.31281528615335
31,136.45333783490833
455,127.83679850298206
73,142.14932296516292
310,136.0825651283342
298,141.49026655096364
53,134.0720189041865
87,139.3883408017457
175,133.73332256528795
70,125.85784381842927
97,118.84508968264927
24,145.75715689402148
65,133.70585951707685
324,145.41488692062353
17,139.1889853321563
113,135.1806657472226
223,138.1053193186785
185,131.9424296066606
246,141.38036120865698
36,135.4629919279867
269,141.13899972749496
174,138.15314498874932
101,132.23766709929293
264,136.86636546449023
376,142.0540315731003
26,135.20492996637626
29,152.54227648560098
322,132.69359177037194
68,138.38756728691703
173,131.63459541242597
209,141.78580208101883
24,119.71962294322364
95,147.07043489877935
169,142.19356566970154
24,134.5576379916889
149,134.11883685722518
29,137.41948372264963
36,121.59034323125698
79,135.39261292288012
95,135.78577893519187
47,137.88273388404377
110,136.01495469275716
35,146.03548450530647
320,143.62030459448687
260,125.168414533053
115,136.48692152516318
28,126.38598966539121
41,139.175899384183
203,134.37457537790075
106,141.13482789739803
203,142.2973947467214
60,140.8907398635798
173,137.42117359461724
14,128.15702199657122
381,122.95942110428344
22,134.262840482543
48,145.44962570391044
18,138.08392816826603
145,133.73627289340772
247,143.1769092645662
105,136.38363889858465
173,139.50067163382863
108,128.23651868764375
55,136.6301986401891
145,127.66783277353909
101,136.7882938773611
37,141.00333377023188
112,142.05583431336927
68,135.06729464689488
313,140.8773479698494
132,141.74037996886378
72,132.15118193752832
18,138.3482642892044
123,148.35229377177365
177,142.22078492800722
124,138.29892570368844
196,127.99425847170355
71,135.06020807036512
91,138.73707370345022
21,127.32689199832599
238,136.80161304868332
216,144.31795380470558
147,131.10484026172995
165,132.03467740978607
38,137.81836045938695
44,144.21835433853212
74,133.36841327202652
136,130.85278592384452
245,138.24605980478808
84,131.89071890854322
399,133.2822318596452
235,137.08379594702353
175,124.69272017257857
43,137.70094599240986
109,148.41646444062974
104,135.600430851658
359,142.90238343039297
187,133.23699663087558
71,135.12091055334432
179,138.31927361448447
291,139.05562737637686
177,147.10156944939882
107,138.49448536662527
53,147.27737477392324
51,129.86227673697866
350,131.64007255881359
150,139.5839532050989
109,133.53429850380326
43,139.7213224196374
66,138.35044683802582
130,141.16862023642352
122,134.3444276808505
23,130.55699537149104
343,141.4006887685519
15,148.3578515192404
268,133.77017287784423
96,144.5828289834844
175,139.91397435308093
75,136.1095043352651
231,140.8702881641239
40,126.84389125115239
45,138.985642439364
1,133.76106140317546
32,133.3651145715911
180,139.47278818995053
327,128.35198526859028
241,134.13773586084196
159,137.72586438557056
16,147.39662476537353
313,134.16362509998035
156,137.98241212834668
450,135.91220818588695
143,146.2494322493421
143,131.38651800922491
130,139.02622017755922
252,143.3117439701178
28,135.4696148603188
93,127.55090683461687
157,137.40129776039308
143,124.62008075943531
193,134.32602857262415
224,136.05989910500585
297,138.50804759774206
24,145.14829200368703
193,135.19005469440552
137,136.87281923827777
107,130.3506843123473
126,135.99736606294326
282,137.2154933384191
15,133.86465403940716
151,134.4156072379802
77,124.24024723969616
14,142.0131190127711
376,140.43033492601026
116,142.30434992228143
75,135.7051349862301
236,138.2639229701914
154,130.84031347818572
21,136.70100240920218
108,142.94592210650038
75,136.84107695111422
134,138.2067811013445
87,167.98632305013587
49,138.33796975132032
100,145.4061870086023
38,136.17634981500075
276,141.9352214262497
364,137.778844471941
36,135.7706468087499
159,139.4038342885095
126,131.57078265687755
91,134.6751626544859
208,135.05065482327373
48,134.98766035520427
21,138.16473619167542
262,125.59936551962743
5,137.72035289655747
71,139.23547638548274
100,139.6554393230133
32,132.33485362804248
36,134.5203517148985
12,137.6868670883299
264,133.45035644427458
105,140.76521711859533
435,130.8850120962603
144,134.95261483449534
80,133.46587050271754
32,136.11815556270082
229,130.63015132517398
28,131.91418578548806
119,137.85527092743172
34,143.45560870685097
17,137.01401377387666
235,135.28999882309887
35,140.87113513021495
12,136.1785835371267
14,157.1881285155991
77,134.28454290989148
357,151.02161568642205
111,127.0680038837916
186,140.2827698076185
67,132.41111995817116
61,131.87096642396352
76,138.62513040604506
53,136.29131001389615
51,128.550477007271
9,133.8895390051582
290,135.01791052411457
19,130.86186689485947
45,138.7033971328473
243,141.61018429894207
86,130.33304232388613
2,135.79986461403726
70,135.1996967221378
73,136.96451521335626
43,138.1807926780845
3,139.6580826253075
57,136.9661597682772
167,141.1232503152488
266,136.36916621826606
69,136.50453251176938
61,132.30276953597
31,134.86930755419766
30,132.18221328246887
54,136.3699125697459
20,130.18897098875132
68,138.78875681762702
461,136.95346824718348
138,137.10136847188315
73,137.99857118468546
31,142.92701896476103
132,140.84715575936175
292,132.4481134990821
142,139.87547567811825
266,142.42386223444495
124,136.5173065291678
68,138.93768351460685
139,131.17392275978105
120,139.07674664270087
184,156.12450575233774
34,134.2611909108418
41,137.75564838211207
103,133.82576881171255
9,140.76948065719515
29,140.11509543149182
80,131.51667797270974
12,143.19512360999587
32,136.0037238219884
6,126.19080596540724
53,130.9715405814307
72,128.77984513666112
107,139.1658197218464
15,140.24763766225985
237,134.86845734421092
170,130.4537954290903
32,140.01661070646378
92,131.76027780148212
194,138.08095888882113
21,135.84754366512107
245,138.42180990978923
72,138.27314789321207
76,136.9587425502314
80,138.88376992949964
332,138.70714624667613
88,133.59351474261595
326,137.21483147441185
288,136.63145849347868
167,138.19060689581875
215,138.09137747595003
166,135.76157125746047
44,140.43583196981277
66,136.3210280990709
133,143.1078070803939
165,143.02429239122455
170,134.02141915640348
100,142.20385579236503
116,139.14907554714438
34,136.3602917953969
67,135.67233044014364
105,139.77934897168518
141,126.47317791244058
133,140.32820279724393
7,136.6186966565346
41,141.96089125542363
422,129.97890651483107
53,141.77927535389586
138,137.91307944486994
157,138.64998224918978
28,133.71326429364444
47,138.3996507955466
160,140.09847201060703
152,134.2742218419073
99,150.20189171319547
42,130.86365793486013
129,138.70277716990248
23,139.1981862143093
51,137.4815978122429
141,144.10552864315596
208,139.37989616151472
292,139.578323403192
258,128.53664519258706
242,140.0152564165764
21,138.80764023451675
164,139.7557104918646
44,141.84917608377603
313,136.79641222177636
114,134.6505386241883
259,144.6625282565516
182,138.90865898695995
165,139.3746305885883
0,137.48473456594095
27,137.51761912620134
90,122.16407755893454
85,138.29917381503589
120,136.99262880735952
51,133.3974857773478
55,131.59698714063418
189,136.47804437787363
61,140.63015490877896
54,141.458723828353
71,131.7946493058096
268,130.69998943206903
108,123.5649248792937
43,142.10451083250655
47,142.61648277994288
43,129.97997740900374
111,137.87574165370472
175,130.412986931766
87,137.77945879063807
17,136.03514478161821
5,133.0732607965087
34,135.6864505546278
116,129.96849567230083
76,133.8180881612424
1,133.33719095151974
110,127.51685405967233
37,137.14375834736566
191,140.7048535395587
34,135.8039600408345
36,135.99017884790996
4,137.7359504806546
119,136.31225630565655
120,129.77408924587422
42,134.13955970871723
111,135.71409132013483
207,130.55614243590603
36,136.01159203214303
11,141.3129599895392
10,133.86337090630605
159,132.57251038756763
390,138.03530546661847
40,144.4372660628202
247,143.55098647826654
54,136.38980564628002
248,141.20040083984097
268,132.7113600829758
49,149.69294336309684
101,137.4399678963842
0,132.74409017796734
121,132.09168036250628
350,142.59626645508143
250,139.01979294877017
356,137.7936616189135
116,123.88212821884947
265,130.83541988860176
17,130.83783420648967
110,135.5440793328619
453,133.34429916071016
162,141.83076355287272
369,135.75160931512696
64,129.56667345711358
7,127.02403579970986
91,134.17064422551317
41,143.2182173836156
25,141.69529065242807
46,136.2817827218317
17,137.4642948922447
56,147.00540819345133
154,139.0920144041695
168,138.55735486659012
64,136.29770927125548
31,137.2622527800799
57,140.80196665124174
306,135.42790095776198
62,133.9271107730252
42,136.33196608089617
46,138.41171453335008
12,143.20690768859646
230,138.5461223031707
82,146.17016874473526
128,135.66958073030463
42,132.20076328215566
8,131.45930167940256
295,138.2606793448716
216,120.70696509595683
25,141.05896126265637
32,139.90910373450953
175,135.2857169583149
4,136.60677810774337
106,140.21102552643964
33,133.27904367059818
124,137.82047625027155
32,146.49537234836163
15,138.28514958307582
101,133.39520868641213
151,137.8624252508954
53,144.79440586495403
101,122.77568857953689
354,137.87569260152586
151,138.90107955274817
366,129.59924144953152
190,143.59237676720312
148,137.35289932048255
171,140.1404415550413
15,136.48812038850903
201,136.7747106917423
226,138.0964896481308
113,139.33919047252147
73,136.96794169116765
10,141.0505587587628
383,140.80507565418878
77,134.613756379325
169,118.63572270822218
142,138.24951011635252
175,147.2491835910343
150,141.0440941341945
6,135.33726686258723
134,133.8499071161627
63,124.9968641440214
27,134.78441066066648
217,132.5889921269252
22,137.67332414824475
174,131.73845966374728
20,141.28097550439597
223,135.16863934795882
94,143.07606212028327
299,126.80806085365495
59,139.4689602775703
11,133.61880766756306
259,133.9316452051256
63,145.7610180653412
168,126.54961098606702
197,139.48656139057317
75,138.32365162516663
171,146.452636878666
177,133.59397315819328
325,136.3784867202087
236,140.5866704444634
193,141.15777581191367
59,132.85026571339165
226,145.34712684166135
6,137.29682752207134
97,142.05563591223705
22,139.06173009204306
92,142.64460978186713
256,126.16662422806223
23,145.64826504977574
4,136.25938234127003
108,138.74211782335897
322,138.15215490319375
74,135.07368080773855
167,137.5887834864611
286,137.60237073195614
186,126.43313703409773
13,132.24567101034518
230,141.39845573123912
104,136.43380582840862
149,157.96058846674086
122,150.31693100732332
323,141.67651097304943
327,137.44788610929598
47,129.5302887954463
342,132.0357413472405
359,133.14960939724
271,140.33995193605924
263,140.0115421707882
82,137.21775348206813
222,135.34374744356435
23,129.02588125230142
57,132.63676554732203
154,137.42230046250702
21,139.04700821964366
342,136.2789909172147
215,141.35701577729927
206,139.28731981609144
96,127.20781441325592
13,139.86794016854878
62,137.94049581044692
97,135.9546106624734
329,137.51292714945507
142,135.69313607862279
284,138.70001902722566
27,137.7598190080267
202,131.7247337744396
116,140.10646848281047
99,132.96740223717117
445,133.07469724083404
60,133.70381824542923
298,141.2088264256517
141,132.9981033270822
4,149.26215415101726
200,141.7582985184972
244,131.622340052771
272,134.42809466271893
53,154.9111741169951
31,138.26402601047462
10,134.18150704364615
197,128.41758865035848
231,142.5460751279312
40,140.56418294478877
16,139.8321383908556
126,141.07611420788865
177,137.74466010542827
145,141.1253984868321
17,137.79290947209574
172,139.97271914982304
73,134.33780865558052
130,135.13263497756793
16,138.3510742251333
165,132.64687261037542
125,131.59843059379475
20,137.00675124461063
58,132.04455915358807
328,153.36926056880895
185,141.1907480870651
189,138.40207842661044
195,136.3227865703722
76,138.70725665710629
278,140.65618935774125
6,140.4436844641763
36,139.47938484009345
36,141.83825970349724
154,136.9854664232473
176,135.90380139510546
10,139.8254185527915
2,141.84536650427543
100,137.91294301519403
38,141.95739318179918
93,139.30720500587756
99,139.14940061680394
26,137.48590483984557
75,142.35922212792815
320,135.82308880351752
44,139.4000600245636
158,145.55763344455383
37,130.00737707454937
334,138.5830932233459
109,145.72592732908453
106,133.5983168800648
369,141.7062010510377
121,132.29216951117832
379,148.27911303172692
43,136.76145142741234
40,135.42028760402528
58,153.93267215363934
372,133.39633768400802
148,140.75586249629188
26,135.8589572784342
77,138.18623184346404
172,135.12504299122674
415,136.4638798209622
68,126.86578782137015
337,136.9869418122974
60,136.7414625323618
220,136.13673949886586
43,145.53779144769462
134,148.90616936861335
97,137.9237756336391
47,128.71373378425997
176,138.48661935082225
106,142.68411522918473
225,133.95396779700206
118,134.50371924816864
82,131.06886785105098
444,132.9227193416092
44,137.46764023880266
69,136.11142821918602
272,138.9616924318617
66,140.44113997368515
50,135.1942040120409
166,138.7557309611928
26,148.17796409056504
117,144.76493512672846
61,136.06061258962745
223,134.07411994599096
106,140.47146635045942
52,134.36637106587688
108,139.08068575504026
161,135.34223696452932
358,133.6819944183389
262,147.02981970078685
51,133.99332788295874
229,136.20601000281033
142,135.33013220834547
117,141.41263385398534
167,126.47310336602274
93,138.4344883065745
56,148.29204304480913
241,145.8861681648324
156,140.8068578576687
26,136.20067992217258
42,139.48802451592377
97,128.7644676713084
241,135.0968429827373
325,135.910373538503
88,149.80316394824717
19,127.92657766340456
101,148.03459892950207
301,137.25615066156632
108,135.94106033362223
37,140.9046869294728
14,137.46314615926704
25,132.75951224559174
102,126.72540891702377
58,139.90423875853256
15,141.94693472216485
110,143.38935067049388
68,139.62966697781
111,137.37536246018985
186,144.82785277457498
27,137.57392597164116
142,136.74272284663434
32,135.75962227653363
269,143.42523644641744
108,138.4223751951989
178,136.3629661777929
115,125.07867729405277
89,133.41097223459013
232,122.44891276295779
82,146.66457098853843
435,136.79429200274396
267,153.06404363801568
89,136.8540501785523
139,137.88550751027864
12,148.51550712363223
178,142.028974470232
39,139.24512012247794
64,140.32732404143027
126,139.20467994126645
150,140.41073210261513
29,136.82170774728723
23,131.7566689702518
13,136.67115206449088
41,142.1345113371803
156,135.32350837005873
12,132.70548582435416
288,141.4654099065239
156,139.4807614973839
7,136.1366225501755
236,136.26850761549957
55,142.9545726325055
51,141.2583844872574
275,136.18002000324597
57,138.06039007565494
8,136.94760982319204
21,163.6477381286121
87,144.50335612560613
38,137.55982934672414
26,144.49865611619006
19,137.48405067913725
1,137.58008934250432
164,136.4832230696165
91,136.90595163019094
145,135.54244298498233
324,135.13479689748547
172,139.75745385655162
437,147.02542034726042
39,131.89854984596928
17,140.77774244835555
19,100.62241996961714
42,138.79605173072818
162,137.47269112401827
63,127.61521175448482
414,111.65452668316686
144,134.96531699674642
54,143.86252895451224
99,134.98383148747806
71,137.19854624122567
374,145.66972204201085
95,130.26963688764985
312,148.26565130258456
277,137.46050067562143
66,142.82676213249883
432,142.31623101602727
23,142.17195309213014
144,138.47389419579346
55,131.4796175680508
304,136.37911491654185
25,134.19636471136047
317,131.42678172478753
14,138.29317209889177
30,132.77446219799023
229,135.2668013995096
42,129.60877596204517
227,138.0153547030049
148,136.20872958252644
42,142.40126842178697
6,134.90023259547584
293,137.85593507662804
140,140.14256304063957
99,136.60876211478407
256,142.7885568333226
183,135.30716769555053
124,134.4263172620768
327,138.86603544164737
286,134.797887924206
56,133.31624781060026
37,129.24400207865096
119,147.2128542805211
112,134.22491448550707
82,141.04767359375535
69,129.8944513310036
109,136.31847620347816
312,139.2057023795168
6,131.68326180236886
178,141.10839485789464
11,136.2734178908376
52,140.7715475871358
116,138.9052474411375
48,155.423845911294
45,144.32022573554875
198,138.64793688896484
235,133.4515040457201
239,147.82749959825526
56,134.84121566856587
154,135.35462607908582
29,126.5769619863349
101,122.03519614515784
112,133.56265866239318
55,141.70381453490242
103,135.9109788719844
94,127.75373580888902
182,138.93499869584795
361,132.22453111267563
114,144.50286314561075
104,132.87355300112884
30,135.43353544745432
88,138.4690799892675
153,131.95332358856297
69,139.46775151578717
216,139.87757135450394
67,143.75744651278742
57,138.34275862594714
146,138.6403039013864
249,141.33566343598505
14,140.80090705795698
326,134.49069803727392
229,136.2267659098731
108,129.6186623890045
201,137.699422525629
154,139.06930301361135
280,109.69873496128405
138,127.17253685331738
66,134.60884119982015
307,142.39538374804386
57,139.3913358465183
86,134.04237784757342
148,140.1285284545952
104,137.461196475942
82,135.57652647800003
67,143.48139425669248
58,134.98883514374972
185,137.08262682396813
19,127.94893380676629
35,147.2078871039803
85,142.26195259503424
403,139.10603494465795
123,135.1681752827916
92,139.31706291156866
0,144.9941309749424
58,140.11834153011696
112,145.3907890767768
343,129.83846300798368
10,134.52012257687494
149,144.51021129156513
60,134.8948677595976
15,133.2031770408221
54,134.6664923889335
243,141.5677559186841
63,131.80203789084692
174,131.9021520524895
171,130.96125941404625
30,136.76342903028436
140,137.96689305584303
222,140.43671431513232
124,146.87472362402497
116,136.25097937054318
32,139.10509284502052
88,135.65662099977897
146,135.37713849513452
39,139.44576713928438
300,142.05249757281499
55,138.86696778889774
4,132.6233068689849
245,140.55109386297704
104,135.1967926119088
321,130.2780051977556
78,136.74665442262912
33,132.7595818595963
149,150.02481003127002
445,136.74498082263892
473,140.3791625718875
259,125.04748417476306
21,141.43350889095393
48,139.8809731547152
83,134.5637430522348
168,140.11031149655375
258,136.48363961654275
375,143.1692622826525
275,135.5241819128671
269,138.7832868923212
160,136.2563421202458
39,142.2683626755141
53,137.07964583722475
239,141.418983977652
86,124.85944106829095
314,145.07161297470148
340,142.22211069012883
91,129.61942790799296
44,139.62464376472715
71,132.0429370672311
9,140.05826677169952
46,142.32733475320248
212,131.7097832320334
137,139.67870387299354
70,141.12293706981734
219,132.2939275993588
136,137.55724561155822
239,137.10102307357326
253,138.6989348942671
61,134.88653735229383
19,133.3398353591112
227,154.3992107890578
174,149.53832528340448
51,141.35661608882288
72,136.51595622991854
66,140.97070511376012
137,126.73570540740478
111,136.17337232506662
12,131.3725890626388
350,130.15735957744232
33,135.12549263443117
255,128.40619428297495
312,150.85108108325025
30,130.4666985347384
277,135.60639441562572
51,134.55684929051745
18,135.73637216376102
23,136.94472782566547
123,140.98851217016835
142,137.66015449522564
65,135.06467466459287
87,142.64156681593082
184,132.51954495154152
117,140.91737971145523
128,105.95932160613734
105,144.82892990032724
17,132.81059432908694
148,133.63699903090492
177,139.07091132939507
89,140.68337023963005
242,139.22262601037008
409,134.23794082485418
103,140.6316294451385
50,120.80772501582776
208,133.68998750685415
112,158.7399646288931
49,136.52081160713186
102,133.34422213326897
40,119.19866319019238
234,146.36200183748466
69,140.11331724974255
11,123.77915310409846
29,135.4048260222865
27,139.39324314160396
271,141.569510610416
103,133.51560993300583
121,155.95710128206215
134,145.10657275103273
29,140.14583181560852
33,139.48417561643427
271,94.24065648506021
64,136.89190030097922
114,135.62540691351666
199,143.64735425356912
296,141.5914139445395
217,134.979176019148
176,142.99144799385962
157,130.06278602109185
212,130.74449973038855
110,134.85454574546532
321,144.00528763351642
121,137.59794169802174
3,140.6632574952816
1,139.75526033956928
60,142.76005099095102
319,136.57766876003748
69,138.06214508221896
415,142.04436423723163
116,140.08324858354064
77,133.27531780495084
47,132.6242221155388
196,131.90314254897814
17,127.900665984974
449,134.7878587026033
10,130.45007177676425
27,133.00476836273936
54,125.30414020209766
384,141.7323279802031
97,141.8665398616447
57,138.54128952509552
0,126.12758411634537
130,138.3631122751142
44,152.04019432714782
158,135.96241638647103
151,142.085170192895
376,135.5983597346424
114,129.62528498118536
150,137.48905519040528
36,137.35479635131892
185,142.45453162789545
170,131.96711870104207
36,125.95419769680818
140,134.11750182349746
196,140.24757183275048
135,142.21900083770157
220,137.00632628613442
288,134.60570905657994
111,130.6835123788988
203,142.19413578703652
60,138.2994260591325
120,122.5385777670331
99,138.7201522659918
14,144.82574658454314
7,132.4467009007956
271,131.9560996265809
140,141.58954933301206
418,125.46878660196336
52,137.7237900788752
96,135.16429033310314
56,139.1693506927502
404,140.70501545443938
169,139.84190622086064
279,133.3578557212765
52,141.98947721571665
161,138.70982224144464
172,133.2663639913963
13,142.62691518750023
74,131.92832585799513
93,143.21961299876392
368,133.85694224413436
94,158.58729207797916
0,135.95168475403273
133,134.63887539589794
72,145.15547406166695
1,121.18343791501218
111,142.2306246945174
133,144.89280189593134
80,140.89321221725757
2,132.22789393432186
83,131.60700022229523
50,139.49552975064645
103,136.6335169497425
36,137.57100511495605
87,135.44296829977458
230,140.1501968674973
158,132.26567529189484
131,140.10852952097022
56,137.6129848703318
0,141.493392260122
133,139.32791100219123
121,108.02466047583053
36,132.62436551135445
217,134.50405503610205
91,139.2488512133351
44,135.18590181592222
36,151.80961412482176
160,139.94801258826791
66,140.62994185011718
25,129.74343201620295
48,136.0898512639645
79,139.4510117653587
143,137.4679300581036
165,123.92100753347039
206,146.20321770136883
194,136.12471649498366
469,130.32040610962153
358,137.96569840081057
96,141.85148097912344
267,139.1189989158262
235,145.24751877750887
55,123.22015094155788
159,139.9008291394371
96,135.45768587143678
265,137.25004204849455
32,135.8360713906734
71,135.80759561259651
53,143.78423356836956
274,146.5743142795108
34,131.16569327400484
115,154.76781116240954
320,136.01956767242768
128,137.3377695560937
243,134.48488045380262
87,141.18972421273133
103,135.89680147955022
90,132.4055788984058
75,136.92547224231095
186,136.29842105872532
62,142.68544427135802
7,129.77055981118542
149,139.56371190716686
139,139.88106596583762
438,138.88866028324216
369,139.96334740607114
333,136.32863138585407
11,137.18197611094809
140,137.0486717900079
340,154.18549064710103
17,143.17396536690757
54,132.5176501155283
65,130.0788224816672
17,134.4519961684737
51,140.30735144525408
124,152.37452116008143
328,139.37092288813525
252,137.4964207546227
46,136.2405104545736
293,125.32478213219609
21,138.74897907265563
64,130.7191128218715
87,136.97999928562723
128,132.69536276252376
254,131.49502209660326
2,131.28879490221743
274,134.76050997237132
202,139.0538121933191
98,135.88599442471215
370,139.5148941511356
112,141.58133900143994
33,138.54590735005414
67,137.52386546876778
22,143.44581916232116
171,137.08612103858974
109,134.99348022301518
105,138.77062694099303
224,147.115444670254
222,128.08630360156664
263,143.80043286082184
282,133.66534958066927
63,138.14123153690292
73,133.7498889908593
53,130.54413127407238
166,140.1612050775701
165,138.86348118215057
315,140.76841543237313
236,130.11175715099634
124,139.26221978722518
60,111.23408417553841
228,133.6245820348807
176,139.78495511505187
48,140.90648073273573
39,146.2575948423326
108,141.08354215718387
87,151.5553420078996
224,138.91657814159916
143,134.99026448994564
7,141.67963215769785
5,138.75877986810016
281,135.59445935222007
437,134.37764916089492
21,136.7611198615624
60,140.2765234915834
11,141.89865588322803
47,140.2533971924189
74,134.63827960898627
142,143.52116231175015
43,128.15614863525678
1,101.86456131879072
148,139.11473603778896
169,125.78381771901957
23,139.86182442815354
32,131.63580289344625
143,140.18184508887379
193,139.33499993539044
241,137.40918008856454
17,140.9217914321024
30,140.04522519900132
226,144.06542481547302
228,136.86873160072324
154,141.60590542149637
87,123.01823347221423
35,125.0392020562531
71,139.51344411204573
140,149.50139332553601
90,156.75572059879906
25,127.48365942895003
76,145.7473607331323
89,136.3501093211545
131,133.5257712882913
215,141.2639789119419
172,126.85095531748408
183,134.54514942041524
69,137.28568832208174
34,141.7892969562151
51,133.11758715675387
243,139.55060483860214
133,137.97187306519504
94,134.1607247486769
17,137.3734102689068
92,136.09421080119319
298,146.96850790882203
113,138.0798555176917
114,139.4664834883726
62,134.39153086846073
76,136.52697759265473
28,139.35975915504122
23,132.02866061291988
326,133.84042796853703
163,139.98840707233074
106,131.35764705468517
278,141.69076308427572
70,134.89023586444415
23,140.33950672132093
35,136.92766819330978
12,134.41117738253897
224,141.7397399707432
47,121.98042857535593
99,137.28800761724543
32,141.49302325298692
307,133.72569638448084
310,161.5648618683835
129,149.96439970846305
13,136.6725223048105
83,137.8296722113816
6,135.9931266783736
68,104.2618002013827
52,140.75898574830356
6,140.89144746056883
247,148.83120110901893
141,136.0635904935429
82,136.4336301035113
84,107.83523593066445
321,143.67360605129474
104,135.9085687366753
74,135.5187008805803
293,134.0446548063363
177,139.23397631053254
96,138.69546527120576
318,130.89086674178827
329,128.0535405225159
156,134.57834368875825
325,132.24863047678318
33,146.80431139660257
23,139.4583441442182
119,136.56074357173293
95,111.1735173028838
9,129.33961040593258
245,132.24310935622927
252,139.74628653131666
9,141.06144461470322
173,138.72294412956717
112,139.62517697693875
25,134.52383348787214
31,155.72406860078206
117,139.86868927456453
143,137.3934954565989
237,122.81890297924039
135,136.80135057987223
74,153.7455144038055
123,137.42691684397136
69,135.2671589963776
105,127.04701363528662
322,136.85774804297085
221,150.69624502671712
130,138.4103135878151
31,137.50021545329344
77,138.81430537871643
2,137.0829577368946
112,133.9579965119353
171,139.06062344404145
6,141.4524618920547
9,132.11408100101445
330,135.80707584099758
163,134.80816265917133
200,140.55426800560028
160,138.18709928912753
69,143.95297750207732
42,137.53755444423555
259,129.83517921627868
84,132.90779589701694
17,136.64185859038113
0,144.4948547881759
364,144.2959525190657
100,135.30569887705678
347,140.92799833375696
79,138.0057471126057
24,132.99668709589912
218,142.32777077299363
380,138.25375392392425
31,141.03193174190187
276,139.45089428128364
88,139.13295217959242
82,137.4629131173042
73,157.8379723084722
77,144.46639625563756
72,141.20044263147335
31,137.61200901602226
289,145.00765473764687
63,135.913967319943
316,137.88512774587963
21,127.85517701184486
365,140.0145973329562
74,128.19199942244194
232,141.3981453831889
1,132.68171378635654
15,133.54033395910974
42,131.28647928833428
237,128.96100456154355
175,139.53024060150406
16,128.38965865000418
107,136.7298982357289
0,139.3597768276717
56,152.73541400666218
93,141.78956725760193
118,138.51392258539553
466,131.5995981113358
67,147.63561642939516
18,136.4979151452252
242,136.17162538408667
45,150.0558636359645
219,111.39490959379407
5,135.89592335973467
69,140.90063815287738
149,137.20231888021084
128,138.03542121945028
115,133.79252536273523
54,133.8761826990866
467,152.9738552120434
80,135.48239414942103
402,125.3275313376216
198,135.1366976715492
56,138.13028064848868
227,137.41240520939513
120,133.28397974485117
138,121.61692040881596
215,139.31036962372409
149,133.865035512704
221,142.63769650146872
108,124.97695317355293
338,143.97203468335462
57,128.28818993567887
5,128.24180587496377
23,131.45346619654248
215,131.31669261355304
142,140.8625630064771
94,139.76644634982955
278,137.49455767985413
0,134.8600368759996
3,134.03683334985266
45,125.4142616484204
185,132.16649878137355
179,142.35467742405896
69,139.8919076042345
21,135.56925489829706
57,137.14696510185456
52,135.86332564602964
188,134.29388494197178
120,133.07503817669453
79,108.04732367208277
122,138.39486509926866
147,131.18680844859196
149,138.661664394444
99,143.79421769808536
64,133.16747608036093
144,128.0142335248344
16,134.03143198554386
46,142.56429295541267
39,140.9179099018034
19,133.02600134747053
72,142.0345748691946
227,133.5820732234615
207,134.403566506756
259,142.99786893202128
148,142.9855092499202
186,141.0366580247951
289,130.83050447807574
2,139.19330068309185
445,141.16266293099332
56,136.25659935867725
341,137.00224536622082
134,139.38686276354673
22,137.68535981985764
174,140.39669730033867
46,141.92040243373637
105,147.79232613411756
28,131.06517501305902
50,134.73040390786875
2,134.55591378552074
70,136.31111958324598
205,136.5028569590379
59,134.30187286177608
162,135.0526778087672
149,130.87609307293044
377,138.84767669225977
282,136.5340281297269
275,139.80541653511335
96,135.7596553755925
64,138.44173249927658
11,135.9255658355775
156,138.34982186995387
94,135.54873007520385
194,137.29771955128012
74,134.95651298763164
210,136.80726811114204
64,131.55540734272375
200,141.09502325426394
144,143.13239263044179
1,132.27412304201982
52,142.5468832786689
408,133.07995253225485
17,136.4179850424004
305,133.3145976754891
217,141.31412051417897
54,126.06497705948205
372,137.07704381620883
